occurrence_id,decision_id,record_kind,source_term_or_construction,chosen_rendering,confidence,provisional,review_priority,please_double_check_question,unit_id,semantic_unit_id,part,chapter,section,source_path,source_line_start,source_line_end,source_byte_start,source_byte_end_exclusive,target_path,target_line_start,target_line_end,target_byte_start,target_byte_end_exclusive,target_printed_pages,reader_status,reader_artifact,reader_artifact_sha256,reader_profile,reader_printed_page,reader_assembled_pdf_page
pnb-Arab-PK:PNB-T076:OLP-0059-B008,pnb-Arab-PK:PNB-T076,terminology,balanced formula; proper initial segment; unique parsing or readability,متوازن فارمولا؛ پورے توں چھوٹا مُڈھلا ٹکڑا؛ اکّو طرح نال تجزیاتی پڑھت,medium,true,high,"Do متوازن, پورے توں چھوٹا مُڈھلا ٹکڑا and تجزیاتی پڑھت distinguish equal parenthesis counts, a proper prefix and a unique parse rather than merely easy reading?",OLP-0059,OLP-0059-B008,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,41,44,1336,1495,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,42,45,1892,2121,,pending,,,,,
pnb-Arab-PK:PNB-T076:OLP-0059-B010,pnb-Arab-PK:PNB-T076,terminology,balanced formula; proper initial segment; unique parsing or readability,متوازن فارمولا؛ پورے توں چھوٹا مُڈھلا ٹکڑا؛ اکّو طرح نال تجزیاتی پڑھت,medium,true,high,"Do متوازن, پورے توں چھوٹا مُڈھلا ٹکڑا and تجزیاتی پڑھت distinguish equal parenthesis counts, a proper prefix and a unique parse rather than merely easy reading?",OLP-0059,OLP-0059-B010,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,50,52,1563,1668,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,51,53,2201,2356,,pending,,,,,
pnb-Arab-PK:PNB-T076:OLP-0059-B012,pnb-Arab-PK:PNB-T076,terminology,balanced formula; proper initial segment; unique parsing or readability,متوازن فارمولا؛ پورے توں چھوٹا مُڈھلا ٹکڑا؛ اکّو طرح نال تجزیاتی پڑھت,medium,true,high,"Do متوازن, پورے توں چھوٹا مُڈھلا ٹکڑا and تجزیاتی پڑھت distinguish equal parenthesis counts, a proper prefix and a unique parse rather than merely easy reading?",OLP-0059,OLP-0059-B012,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,58,62,1736,1905,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,59,63,2436,2733,,pending,,,,,
pnb-Arab-PK:PNB-T076:OLP-0059-B019,pnb-Arab-PK:PNB-T076,terminology,balanced formula; proper initial segment; unique parsing or readability,متوازن فارمولا؛ پورے توں چھوٹا مُڈھلا ٹکڑا؛ اکّو طرح نال تجزیاتی پڑھت,medium,true,high,"Do متوازن, پورے توں چھوٹا مُڈھلا ٹکڑا and تجزیاتی پڑھت distinguish equal parenthesis counts, a proper prefix and a unique parse rather than merely easy reading?",OLP-0059,OLP-0059-B019,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,76,79,2267,2408,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,77,80,3137,3323,,pending,,,,,
pnb-Arab-PK:PNB-T076:OLP-0059-B020,pnb-Arab-PK:PNB-T076,terminology,balanced formula; proper initial segment; unique parsing or readability,متوازن فارمولا؛ پورے توں چھوٹا مُڈھلا ٹکڑا؛ اکّو طرح نال تجزیاتی پڑھت,medium,true,high,"Do متوازن, پورے توں چھوٹا مُڈھلا ٹکڑا and تجزیاتی پڑھت distinguish equal parenthesis counts, a proper prefix and a unique parse rather than merely easy reading?",OLP-0059,OLP-0059-B020,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,81,88,2409,2836,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,82,89,3324,3957,,pending,,,,,
pnb-Arab-PK:PNB-T077:OLP-0059-B021,pnb-Arab-PK:PNB-T077,terminology,uniform substitution; simultaneous substitution; occurrence of a variable,یکساں بدل؛ اکّو ویلے بدل؛ متغیر دی ہر واری آمد,medium,true,high,"Does یکساں بدل with ہر واری آمد make capture-free symbol replacement understandable, and does اکّو ویلے بدل preserve the exact ordered simultaneous-substitution notation?",OLP-0059,OLP-0059-B021,propositional-logic,propositional-logic,preliminaries,upstream/content/propositional-logic/syntax-and-semantics/preliminaries.tex,91,98,2838,3289,translation/content/propositional-logic/syntax-and-semantics/preliminaries.tex,91,99,3958,4537,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B005,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B005,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,11,11,197,229,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,11,11,197,236,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B006,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B006,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,13,18,230,590,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,13,17,237,763,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B007,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B007,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,20,34,591,1265,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,19,33,764,1595,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B008,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B008,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,36,61,1266,1774,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,35,60,1596,2233,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B010,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B010,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,68,95,1886,3048,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,68,94,2412,3739,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B011,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B011,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,97,101,3049,3321,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,96,99,3740,4233,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B012,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B012,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,103,108,3322,3533,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,101,106,4234,4473,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B014,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B014,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,114,118,3571,3726,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,112,116,4510,4740,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B015,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B015,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,120,124,3727,3957,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,118,122,4741,5098,,pending,,,,,
pnb-Arab-PK:PNB-T078:OLP-0060-B016,pnb-Arab-PK:PNB-T078,terminology,formation sequence; bottom-up step-by-step construction; redundant junk formula,تشکیل دا سلسلہ؛ ہِٹھوں اُتّے ول قدم بہ قدم بناوٹ؛ فالتو یا وادھو فارمولا,medium,true,high,"Does تشکیل دا سلسلہ naturally convey an indexed construction history, while ہِٹھوں اُتّے ول and فالتو مال preserve the deliberate duplicate and unused example entries?",OLP-0060,OLP-0060-B016,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,126,151,3958,5262,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,124,148,5099,6887,,pending,,,,,
pnb-Arab-PK:PNB-T079:OLP-0060-B011,pnb-Arab-PK:PNB-T079,terminology,initial formation subsequence; converse equivalence; ordinary and strong induction on sequence length or terminal index,مُڈھلا تشکیلی ذیلی سلسلہ؛ اُلٹے رخ دی ہم ارزی؛ سلسلے دی لمبائی اُتے عام تے مضبوط استقرا,medium,true,high,"Do مُڈھلا ذیلی سلسلہ, اُلٹا رخ and مضبوط استقرا make the prefix lemma and converse proof recoverable without silently changing the source’s zero-based n/m length wording?",OLP-0060,OLP-0060-B011,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,97,101,3049,3321,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,96,99,3740,4233,,pending,,,,,
pnb-Arab-PK:PNB-T079:OLP-0060-B015,pnb-Arab-PK:PNB-T079,terminology,initial formation subsequence; converse equivalence; ordinary and strong induction on sequence length or terminal index,مُڈھلا تشکیلی ذیلی سلسلہ؛ اُلٹے رخ دی ہم ارزی؛ سلسلے دی لمبائی اُتے عام تے مضبوط استقرا,medium,true,high,"Do مُڈھلا ذیلی سلسلہ, اُلٹا رخ and مضبوط استقرا make the prefix lemma and converse proof recoverable without silently changing the source’s zero-based n/m length wording?",OLP-0060,OLP-0060-B015,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,120,124,3727,3957,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,118,122,4741,5098,,pending,,,,,
pnb-Arab-PK:PNB-T079:OLP-0060-B016,pnb-Arab-PK:PNB-T079,terminology,initial formation subsequence; converse equivalence; ordinary and strong induction on sequence length or terminal index,مُڈھلا تشکیلی ذیلی سلسلہ؛ اُلٹے رخ دی ہم ارزی؛ سلسلے دی لمبائی اُتے عام تے مضبوط استقرا,medium,true,high,"Do مُڈھلا ذیلی سلسلہ, اُلٹا رخ and مضبوط استقرا make the prefix lemma and converse proof recoverable without silently changing the source’s zero-based n/m length wording?",OLP-0060,OLP-0060-B016,first-order-logic,syntax-and-semantics,formation-sequences,upstream/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,126,151,3958,5262,translation/content/propositional-logic/syntax-and-semantics/formation-sequences.tex,124,148,5099,6887,,pending,,,,,
pnb-Arab-PK:PNB-T080:OLP-0031-B013,pnb-Arab-PK:PNB-T080,terminology,valuation; evaluation function; two truth values; truth table,قدر بندی؛ قدر معلوم کرن والا فنکشن؛ دو صداقتی قدراں؛ صداقتی جدول,medium,true,high,"Do قدر بندی and قدر معلوم کرن والا فنکشن remain visibly distinct, and do دو صداقتی قدراں plus صداقتی جدول preserve the exact function types and every truth-table row?",OLP-0031,OLP-0031-B013,sets-functions-relations,size-of-sets,pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,79,84,2804,3078,translation/content/sets-functions-relations/size-of-sets/pairing.tex,80,85,4122,4556,,pending,,,,,
pnb-Arab-PK:PNB-T080:OLP-0057-B006,pnb-Arab-PK:PNB-T080,terminology,valuation; evaluation function; two truth values; truth table,قدر بندی؛ قدر معلوم کرن والا فنکشن؛ دو صداقتی قدراں؛ صداقتی جدول,medium,true,high,"Do قدر بندی and قدر معلوم کرن والا فنکشن remain visibly distinct, and do دو صداقتی قدراں plus صداقتی جدول preserve the exact function types and every truth-table row?",OLP-0057,OLP-0057-B006,propositional-logic,syntax-and-semantics,introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,13,35,217,1706,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,13,34,215,2561,,pending,,,,,
pnb-Arab-PK:PNB-T080:OLP-0061-B006,pnb-Arab-PK:PNB-T080,terminology,valuation; evaluation function; two truth values; truth table,قدر بندی؛ قدر معلوم کرن والا فنکشن؛ دو صداقتی قدراں؛ صداقتی جدول,medium,true,high,"Do قدر بندی and قدر معلوم کرن والا فنکشن remain visibly distinct, and do دو صداقتی قدراں plus صداقتی جدول preserve the exact function types and every truth-table row?",OLP-0061,OLP-0061-B006,propositional-logic,syntax-and-semantics,valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,13,19,247,586,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,13,19,255,669,,pending,,,,,
pnb-Arab-PK:PNB-T080:OLP-0061-B008,pnb-Arab-PK:PNB-T080,terminology,valuation; evaluation function; two truth values; truth table,قدر بندی؛ قدر معلوم کرن والا فنکشن؛ دو صداقتی قدراں؛ صداقتی جدول,medium,true,high,"Do قدر بندی and قدر معلوم کرن والا فنکشن remain visibly distinct, and do دو صداقتی قدراں plus صداقتی جدول preserve the exact function types and every truth-table row?",OLP-0061,OLP-0061-B008,propositional-logic,syntax-and-semantics,valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,59,117,2144,3605,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,60,118,2345,3829,,pending,,,,,
pnb-Arab-PK:PNB-T080:OLP-0061-B009,pnb-Arab-PK:PNB-T080,terminology,valuation; evaluation function; two truth values; truth table,قدر بندی؛ قدر معلوم کرن والا فنکشن؛ دو صداقتی قدراں؛ صداقتی جدول,medium,true,high,"Do قدر بندی and قدر معلوم کرن والا فنکشن remain visibly distinct, and do دو صداقتی قدراں plus صداقتی جدول preserve the exact function types and every truth-table row?",OLP-0061,OLP-0061-B009,propositional-logic,syntax-and-semantics,valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,119,131,3606,4005,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,120,132,3830,4320,,pending,,,,,
pnb-Arab-PK:PNB-T081:OLP-0061-B010,pnb-Arab-PK:PNB-T081,terminology,local determination; agreement on occurring propositional variables,مقامی تعیین؛ فارمولے وچ آون والے قضیاتی متغیراں اُتے اتفاق,medium,true,high,"Does مقامی تعیین clearly say that a formula’s value depends only on variables actually occurring in it, without extending agreement to all propositional variables?",OLP-0061,OLP-0061-B010,propositional-logic,syntax-and-semantics,valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,133,140,4006,4430,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,134,143,4321,4844,,pending,,,,,
pnb-Arab-PK:PNB-T082:OLP-0061-B012,pnb-Arab-PK:PNB-T082,terminology,inductive satisfaction of a formula; negative satisfaction notation; satisfaction of a formula set,فارمولے دا قدر بندی نال پورا اترنا؛ منفی پورا اترن دی علامت؛ فارمولیاں دے سیٹ دا اکٹھا پورا اترنا,medium,true,high,"Does پورا اترنا keep the formula, valuation and formula-set roles distinct, including the slash notation and the universal condition over every member of Gamma?",OLP-0061,OLP-0061-B012,propositional-logic,syntax-and-semantics,valuations-sat,upstream/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,146,153,4480,4831,translation/content/propositional-logic/syntax-and-semantics/valuations-sat.tex,149,157,4908,5358,,pending,,,,,
pnb-Arab-PK:PNB-T083:OLP-0057-B006,pnb-Arab-PK:PNB-T083,terminology,satisfiable; unsatisfiable; tautology; contingent formula,پورا ہون جوگ؛ پورا ہون جوگ نہیں؛ ہمیشہ صادق فارمولا؛ اتفاقی فارمولا,medium,true,high,"Do پورا ہون جوگ, پورا ہون جوگ نہیں, ہمیشہ صادق and اتفاقی keep the some/none/all/some-but-not-all valuation conditions sharply distinct?",OLP-0057,OLP-0057-B006,propositional-logic,syntax-and-semantics,introduction,upstream/content/propositional-logic/syntax-and-semantics/introduction.tex,13,35,217,1706,translation/content/propositional-logic/syntax-and-semantics/introduction.tex,13,34,215,2561,,pending,,,,,
pnb-Arab-PK:PNB-T083:OLP-0062-B007,pnb-Arab-PK:PNB-T083,terminology,satisfiable; unsatisfiable; tautology; contingent formula,پورا ہون جوگ؛ پورا ہون جوگ نہیں؛ ہمیشہ صادق فارمولا؛ اتفاقی فارمولا,medium,true,high,"Do پورا ہون جوگ, پورا ہون جوگ نہیں, ہمیشہ صادق and اتفاقی keep the some/none/all/some-but-not-all valuation conditions sharply distinct?",OLP-0062,OLP-0062-B007,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,15,32,268,1080,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,15,34,306,1502,,pending,,,,,
pnb-Arab-PK:PNB-T083:OLP-0062-B008,pnb-Arab-PK:PNB-T083,terminology,satisfiable; unsatisfiable; tautology; contingent formula,پورا ہون جوگ؛ پورا ہون جوگ نہیں؛ ہمیشہ صادق فارمولا؛ اتفاقی فارمولا,medium,true,high,"Do پورا ہون جوگ, پورا ہون جوگ نہیں, ہمیشہ صادق and اتفاقی keep the some/none/all/some-but-not-all valuation conditions sharply distinct?",OLP-0062,OLP-0062-B008,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,34,43,1081,1694,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,36,45,1503,2178,,pending,,,,,
pnb-Arab-PK:PNB-T083:OLP-0062-B012,pnb-Arab-PK:PNB-T083,terminology,satisfiable; unsatisfiable; tautology; contingent formula,پورا ہون جوگ؛ پورا ہون جوگ نہیں؛ ہمیشہ صادق فارمولا؛ اتفاقی فارمولا,medium,true,high,"Do پورا ہون جوگ, پورا ہون جوگ نہیں, ہمیشہ صادق and اتفاقی keep the some/none/all/some-but-not-all valuation conditions sharply distinct?",OLP-0062,OLP-0062-B012,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,70,73,2431,2568,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,72,75,3040,3221,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0014-B007,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0014,OLP-0014-B007,sets-functions-relations,relations,special-properties,upstream/content/sets-functions-relations/relations/special-properties.tex,28,31,924,1060,translation/content/sets-functions-relations/relations/special-properties.tex,28,31,1325,1537,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0016-B022,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0016,OLP-0016-B022,sets-functions-relations,relations,orders,upstream/content/sets-functions-relations/relations/orders.tex,124,130,4683,5120,translation/content/sets-functions-relations/relations/orders.tex,119,124,6916,7449,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0035-B012,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0035,OLP-0035-B012,sets-functions-relations,size-of-sets,equinumerous-sets,upstream/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,51,55,1791,2038,translation/content/sets-functions-relations/size-of-sets/equinumerous-sets.tex,51,55,2605,2872,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0042-B010,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0042,OLP-0042-B010,sets-functions-relations,arithmetization,From N to Z,upstream/content/sets-functions-relations/arithmetization/integers.tex,36,37,1918,2171,translation/content/sets-functions-relations/arithmetization/integers.tex,47,51,2607,2894,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0062-B007,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0062,OLP-0062-B007,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,15,32,268,1080,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,15,34,306,1502,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0062-B009,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0062,OLP-0062-B009,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,45,60,1695,2319,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,47,62,2179,2917,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0062-B015,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0062,OLP-0062-B015,propositional-logic,syntax-and-semantics,semantic-notions,upstream/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,83,86,2678,2838,translation/content/propositional-logic/syntax-and-semantics/semantic-notions.tex,85,88,3342,3544,,pending,,,,,
pnb-Arab-PK:PNB-T084:OLP-0066-B007,pnb-Arab-PK:PNB-T084,terminology,semantic entailment; monotonicity; Transitivity or Cut; semantic deduction theorem,منطقی نتیجہ؛ یک رُخیت؛ تعدیت یا کٹ؛ معنوی استنباط دا قضیہ,medium,true,high,"Do منطقی نتیجہ, یک رُخیت, تعدیت and معنوی استنباط preserve every premise-set direction, and does the Punjabi retain the source’s Transitivity label for its exact Cut-shaped rule?",OLP-0066,OLP-0066-B007,first-order-logic,proof-systems,natural-deduction,upstream/content/first-order-logic/proof-systems/natural-deduction.tex,33,58,1370,3102,translation/content/first-order-logic/proof-systems/natural-deduction.tex,31,55,1933,4631,,pending,,,,,
pnb-Arab-PK:PNB-T085:OLP-0064-B006,pnb-Arab-PK:PNB-T085,terminology,derivation system; purely syntactic finite derivation; mechanical verification,ثبوتی نظام؛ سراسر نحوی محدود اخذ؛ مشینی طریقے نال درستی دی جانچ,medium,true,high,"Does ثبوتی نظام remain distinct from semantics, and do سراسر نحوی, محدود نحوی شے and مشینی جانچ retain the finite mechanically verifiable criterion?",OLP-0064,OLP-0064-B006,first-order-logic,proof-systems,introduction,upstream/content/first-order-logic/proof-systems/introduction.tex,15,24,261,895,translation/content/first-order-logic/proof-systems/introduction.tex,15,23,259,1223,,pending,,,,,
